"county","votes","type","name","race"
"DeKalb","9017","Election Day","MARY MARGARET OLIVER (I) (DEM)","State Representative, District 82"
"DeKalb","1339","Absentee by Mail","MARY MARGARET OLIVER (I) (DEM)","State Representative, District 82"
"DeKalb","7577","Advance in Person","MARY MARGARET OLIVER (I) (DEM)","State Representative, District 82"
"DeKalb","82","Provisional","MARY MARGARET OLIVER (I) (DEM)","State Representative, District 82"
"DeKalb","11013","Election Day","BECKY EVANS  (DEM)","State Representative, District 83"
"DeKalb","1782","Absentee by Mail","BECKY EVANS  (DEM)","State Representative, District 83"
"DeKalb","12342","Advance in Person","BECKY EVANS  (DEM)","State Representative, District 83"
"DeKalb","50","Provisional","BECKY EVANS  (DEM)","State Representative, District 83"
"DeKalb","11146","Election Day","RENITTA SHANNON (I) (DEM)","State Representative, District 84"
"DeKalb","1907","Absentee by Mail","RENITTA SHANNON (I) (DEM)","State Representative, District 84"
"DeKalb","12936","Advance in Person","RENITTA SHANNON (I) (DEM)","State Representative, District 84"
"DeKalb","49","Provisional","RENITTA SHANNON (I) (DEM)","State Representative, District 84"
"DeKalb","8334","Election Day","KARLA DRENNER (I) (DEM)","State Representative, District 85"
"DeKalb","1120","Absentee by Mail","KARLA DRENNER (I) (DEM)","State Representative, District 85"
"DeKalb","9042","Advance in Person","KARLA DRENNER (I) (DEM)","State Representative, District 85"
"DeKalb","48","Provisional","KARLA DRENNER (I) (DEM)","State Representative, District 85"
"DeKalb","8986","Election Day","MICHELE HENSON (I) (DEM)","State Representative, District 86"
"DeKalb","1167","Absentee by Mail","MICHELE HENSON (I) (DEM)","State Representative, District 86"
"DeKalb","9048","Advance in Person","MICHELE HENSON (I) (DEM)","State Representative, District 86"
"DeKalb","35","Provisional","MICHELE HENSON (I) (DEM)","State Representative, District 86"
"DeKalb","9480","Election Day","VIOLA DAVIS  (DEM)","State Representative, District 87"
"DeKalb","1131","Absentee by Mail","VIOLA DAVIS  (DEM)","State Representative, District 87"
"DeKalb","10787","Advance in Person","VIOLA DAVIS  (DEM)","State Representative, District 87"
"DeKalb","70","Provisional","VIOLA DAVIS  (DEM)","State Representative, District 87"
"DeKalb","8148","Election Day","BILLY MITCHELL (I) (DEM)","State Representative, District 88"
"DeKalb","1205","Absentee by Mail","BILLY MITCHELL (I) (DEM)","State Representative, District 88"
"DeKalb","9365","Advance in Person","BILLY MITCHELL (I) (DEM)","State Representative, District 88"
"DeKalb","56","Provisional","BILLY MITCHELL (I) (DEM)","State Representative, District 88"
"DeKalb","12222","Election Day","BEE NGUYEN (I) (DEM)","State Representative, District 89"
"DeKalb","1632","Absentee by Mail","BEE NGUYEN (I) (DEM)","State Representative, District 89"
"DeKalb","13900","Advance in Person","BEE NGUYEN (I) (DEM)","State Representative, District 89"
"DeKalb","56","Provisional","BEE NGUYEN (I) (DEM)","State Representative, District 89"
"DeKalb","244","Election Day","TAKOSHA SWAN  (REP)","State Representative, District 90"
"Henry","1325","Election Day","TAKOSHA SWAN  (REP)","State Representative, District 90"
"Rockdale","522","Election Day","TAKOSHA SWAN  (REP)","State Representative, District 90"
"DeKalb","50","Absentee by Mail","TAKOSHA SWAN  (REP)","State Representative, District 90"
"Henry","117","Absentee by Mail","TAKOSHA SWAN  (REP)","State Representative, District 90"
"Rockdale","37","Absentee by Mail","TAKOSHA SWAN  (REP)","State Representative, District 90"
"DeKalb","210","Advance in Person","TAKOSHA SWAN  (REP)","State Representative, District 90"
"Henry","2260","Advance in Person","TAKOSHA SWAN  (REP)","State Representative, District 90"
"Rockdale","520","Advance in Person","TAKOSHA SWAN  (REP)","State Representative, District 90"
"DeKalb","0","Provisional","TAKOSHA SWAN  (REP)","State Representative, District 90"
"Henry","1","Provisional","TAKOSHA SWAN  (REP)","State Representative, District 90"
"Rockdale","0","Provisional","TAKOSHA SWAN  (REP)","State Representative, District 90"
"DeKalb","5768","Election Day","PAM STEPHENSON (I) (DEM)","State Representative, District 90"
"Henry","1605","Election Day","PAM STEPHENSON (I) (DEM)","State Representative, District 90"
"Rockdale","437","Election Day","PAM STEPHENSON (I) (DEM)","State Representative, District 90"
"DeKalb","852","Absentee by Mail","PAM STEPHENSON (I) (DEM)","State Representative, District 90"
"Henry","248","Absentee by Mail","PAM STEPHENSON (I) (DEM)","State Representative, District 90"
"Rockdale","68","Absentee by Mail","PAM STEPHENSON (I) (DEM)","State Representative, District 90"
"DeKalb","8029","Advance in Person","PAM STEPHENSON (I) (DEM)","State Representative, District 90"
"Henry","3089","Advance in Person","PAM STEPHENSON (I) (DEM)","State Representative, District 90"
"Rockdale","927","Advance in Person","PAM STEPHENSON (I) (DEM)","State Representative, District 90"
"DeKalb","8","Provisional","PAM STEPHENSON (I) (DEM)","State Representative, District 90"
"Henry","7","Provisional","PAM STEPHENSON (I) (DEM)","State Representative, District 90"
"Rockdale","0","Provisional","PAM STEPHENSON (I) (DEM)","State Representative, District 90"
"DeKalb","3764","Election Day","VERNON JONES (I) (DEM)","State Representative, District 91"
"Rockdale","3598","Election Day","VERNON JONES (I) (DEM)","State Representative, District 91"
"DeKalb","468","Absentee by Mail","VERNON JONES (I) (DEM)","State Representative, District 91"
"Rockdale","635","Absentee by Mail","VERNON JONES (I) (DEM)","State Representative, District 91"
"DeKalb","4952","Advance in Person","VERNON JONES (I) (DEM)","State Representative, District 91"
"Rockdale","7866","Advance in Person","VERNON JONES (I) (DEM)","State Representative, District 91"
"DeKalb","31","Provisional","VERNON JONES (I) (DEM)","State Representative, District 91"
"Rockdale","15","Provisional","VERNON JONES (I) (DEM)","State Representative, District 91"
"DeKalb","4049","Election Day","DOREEN CARTER (I) (DEM)","State Representative, District 92"
"Rockdale","2682","Election Day","DOREEN CARTER (I) (DEM)","State Representative, District 92"
"DeKalb","523","Absentee by Mail","DOREEN CARTER (I) (DEM)","State Representative, District 92"
"Rockdale","436","Absentee by Mail","DOREEN CARTER (I) (DEM)","State Representative, District 92"
"DeKalb","4357","Advance in Person","DOREEN CARTER (I) (DEM)","State Representative, District 92"
"Rockdale","4179","Advance in Person","DOREEN CARTER (I) (DEM)","State Representative, District 92"
"DeKalb","14","Provisional","DOREEN CARTER (I) (DEM)","State Representative, District 92"
"Rockdale","6","Provisional","DOREEN CARTER (I) (DEM)","State Representative, District 92"
"DeKalb","3454","Election Day","DARSHUN KENDRICK (I) (DEM)","State Representative, District 93"
"Gwinnett","5925","Election Day","DARSHUN KENDRICK (I) (DEM)","State Representative, District 93"
"DeKalb","433","Absentee by Mail","DARSHUN KENDRICK (I) (DEM)","State Representative, District 93"
"Gwinnett","1005","Absentee by Mail","DARSHUN KENDRICK (I) (DEM)","State Representative, District 93"
"DeKalb","4103","Advance in Person","DARSHUN KENDRICK (I) (DEM)","State Representative, District 93"
"Gwinnett","8163","Advance in Person","DARSHUN KENDRICK (I) (DEM)","State Representative, District 93"
"DeKalb","6","Provisional","DARSHUN KENDRICK (I) (DEM)","State Representative, District 93"
"Gwinnett","132","Provisional","DARSHUN KENDRICK (I) (DEM)","State Representative, District 93"
"DeKalb","5327","Election Day","KAREN BENNETT (I) (DEM)","State Representative, District 94"
"Gwinnett","3792","Election Day","KAREN BENNETT (I) (DEM)","State Representative, District 94"
"DeKalb","646","Absentee by Mail","KAREN BENNETT (I) (DEM)","State Representative, District 94"
"Gwinnett","477","Absentee by Mail","KAREN BENNETT (I) (DEM)","State Representative, District 94"
"DeKalb","6607","Advance in Person","KAREN BENNETT (I) (DEM)","State Representative, District 94"
"Gwinnett","4089","Advance in Person","KAREN BENNETT (I) (DEM)","State Representative, District 94"
"DeKalb","23","Provisional","KAREN BENNETT (I) (DEM)","State Representative, District 94"
"Gwinnett","23","Provisional","KAREN BENNETT (I) (DEM)","State Representative, District 94"
"Fulton","352","Election Day","SCOTT HILTON (I) (REP)","State Representative, District 95"
"Gwinnett","6720","Election Day","SCOTT HILTON (I) (REP)","State Representative, District 95"
"Fulton","33","Absentee by Mail","SCOTT HILTON (I) (REP)","State Representative, District 95"
"Gwinnett","746","Absentee by Mail","SCOTT HILTON (I) (REP)","State Representative, District 95"
"Fulton","586","Advance in Person","SCOTT HILTON (I) (REP)","State Representative, District 95"
"Gwinnett","2978","Advance in Person","SCOTT HILTON (I) (REP)","State Representative, District 95"
"Fulton","0","Provisional","SCOTT HILTON (I) (REP)","State Representative, District 95"
"Gwinnett","27","Provisional","SCOTT HILTON (I) (REP)","State Representative, District 95"
"Fulton","144","Election Day","BETH MOORE  (DEM)","State Representative, District 95"
"Gwinnett","6308","Election Day","BETH MOORE  (DEM)","State Representative, District 95"
"Fulton","35","Absentee by Mail","BETH MOORE  (DEM)","State Representative, District 95"
"Gwinnett","972","Absentee by Mail","BETH MOORE  (DEM)","State Representative, District 95"
"Fulton","280","Advance in Person","BETH MOORE  (DEM)","State Representative, District 95"
"Gwinnett","4327","Advance in Person","BETH MOORE  (DEM)","State Representative, District 95"
"Fulton","0","Provisional","BETH MOORE  (DEM)","State Representative, District 95"
"Gwinnett","35","Provisional","BETH MOORE  (DEM)","State Representative, District 95"
"Gwinnett","5703","Election Day","PEDRO ""PETE"" MARIN (I) (DEM)","State Representative, District 96"
"Gwinnett","849","Absentee by Mail","PEDRO ""PETE"" MARIN (I) (DEM)","State Representative, District 96"
"Gwinnett","4208","Advance in Person","PEDRO ""PETE"" MARIN (I) (DEM)","State Representative, District 96"
"Gwinnett","50","Provisional","PEDRO ""PETE"" MARIN (I) (DEM)","State Representative, District 96"
"Gwinnett","6880","Election Day","BONNIE RICH  (REP)","State Representative, District 97"
"Gwinnett","880","Absentee by Mail","BONNIE RICH  (REP)","State Representative, District 97"
"Gwinnett","5735","Advance in Person","BONNIE RICH  (REP)","State Representative, District 97"
"Gwinnett","43","Provisional","BONNIE RICH  (REP)","State Representative, District 97"
"Gwinnett","4734","Election Day","AISHA YAQOOB  (DEM)","State Representative, District 97"
"Gwinnett","946","Absentee by Mail","AISHA YAQOOB  (DEM)","State Representative, District 97"
"Gwinnett","4986","Advance in Person","AISHA YAQOOB  (DEM)","State Representative, District 97"
"Gwinnett","30","Provisional","AISHA YAQOOB  (DEM)","State Representative, District 97"
"Gwinnett","8888","Election Day","DAVID CLARK (I) (REP)","State Representative, District 98"
"Gwinnett","947","Absentee by Mail","DAVID CLARK (I) (REP)","State Representative, District 98"
"Gwinnett","7608","Advance in Person","DAVID CLARK (I) (REP)","State Representative, District 98"
"Gwinnett","86","Provisional","DAVID CLARK (I) (REP)","State Representative, District 98"
"Gwinnett","3864","Election Day","BRENDA LOPEZ ROMERO (I) (DEM)","State Representative, District 99"
"Gwinnett","481","Absentee by Mail","BRENDA LOPEZ ROMERO (I) (DEM)","State Representative, District 99"
"Gwinnett","2999","Advance in Person","BRENDA LOPEZ ROMERO (I) (DEM)","State Representative, District 99"
"Gwinnett","18","Provisional","BRENDA LOPEZ ROMERO (I) (DEM)","State Representative, District 99"
"Gwinnett","6011","Election Day","DEWEY L. MCCLAIN (I) (DEM)","State Representative, District 100"
"Gwinnett","785","Absentee by Mail","DEWEY L. MCCLAIN (I) (DEM)","State Representative, District 100"
"Gwinnett","3821","Advance in Person","DEWEY L. MCCLAIN (I) (DEM)","State Representative, District 100"
"Gwinnett","51","Provisional","DEWEY L. MCCLAIN (I) (DEM)","State Representative, District 100"
"Gwinnett","4463","Election Day","VALERIE CLARK  (REP)","State Representative, District 101"
"Gwinnett","582","Absentee by Mail","VALERIE CLARK  (REP)","State Representative, District 101"
"Gwinnett","2975","Advance in Person","VALERIE CLARK  (REP)","State Representative, District 101"
"Gwinnett","7","Provisional","VALERIE CLARK  (REP)","State Representative, District 101"
"Gwinnett","5775","Election Day","SAM PARK (I) (DEM)","State Representative, District 101"
"Gwinnett","896","Absentee by Mail","SAM PARK (I) (DEM)","State Representative, District 101"
"Gwinnett","4755","Advance in Person","SAM PARK (I) (DEM)","State Representative, District 101"
"Gwinnett","33","Provisional","SAM PARK (I) (DEM)","State Representative, District 101"
"Gwinnett","5379","Election Day","PAULA HASTINGS  (REP)","State Representative, District 102"
"Gwinnett","540","Absentee by Mail","PAULA HASTINGS  (REP)","State Representative, District 102"
"Gwinnett","4100","Advance in Person","PAULA HASTINGS  (REP)","State Representative, District 102"
"Gwinnett","14","Provisional","PAULA HASTINGS  (REP)","State Representative, District 102"
"Gwinnett","5155","Election Day","GREGG KENNARD  (DEM)","State Representative, District 102"
"Gwinnett","750","Absentee by Mail","GREGG KENNARD  (DEM)","State Representative, District 102"
"Gwinnett","4688","Advance in Person","GREGG KENNARD  (DEM)","State Representative, District 102"
"Gwinnett","24","Provisional","GREGG KENNARD  (DEM)","State Representative, District 102"
"Gwinnett","5771","Election Day","TIMOTHY BARR (I) (REP)","State Representative, District 103"
"Hall","6147","Election Day","TIMOTHY BARR (I) (REP)","State Representative, District 103"
"Gwinnett","603","Absentee by Mail","TIMOTHY BARR (I) (REP)","State Representative, District 103"
"Hall","470","Absentee by Mail","TIMOTHY BARR (I) (REP)","State Representative, District 103"
"Gwinnett","5051","Advance in Person","TIMOTHY BARR (I) (REP)","State Representative, District 103"
"Hall","3453","Advance in Person","TIMOTHY BARR (I) (REP)","State Representative, District 103"
"Gwinnett","9","Provisional","TIMOTHY BARR (I) (REP)","State Representative, District 103"
"Hall","8","Provisional","TIMOTHY BARR (I) (REP)","State Representative, District 103"
"Gwinnett","6392","Election Day","CHUCK EFSTRATION (I) (REP)","State Representative, District 104"
"Gwinnett","519","Absentee by Mail","CHUCK EFSTRATION (I) (REP)","State Representative, District 104"
"Gwinnett","6563","Advance in Person","CHUCK EFSTRATION (I) (REP)","State Representative, District 104"
"Gwinnett","19","Provisional","CHUCK EFSTRATION (I) (REP)","State Representative, District 104"
"Gwinnett","5179","Election Day","ANDREA STEPHENSON  (DEM)","State Representative, District 104"
"Gwinnett","690","Absentee by Mail","ANDREA STEPHENSON  (DEM)","State Representative, District 104"
